@type	@id	@lat	@lon	name	brand	operator	shop	opening_hours	addr:city	addr:postcode	addr:street	website	phone
node	835712330	60.2399198	5.7472013	Spar Eikelandsosen	Spar		supermarket	"Mo-Fr 08:00-21:00, Sa 09:00-20:00"					+47 56580090
node	835712381	60.2408720	5.7441880	Bunnpris Eikelandsosen	Bunnpris		supermarket	"Mo-Fr 08:00-21:00, Sa 09:00-20:00"					+47 56581245
node	835770302	62.7409770	7.1974460	Rema 1000 Fuglset	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 71254989
node	835801224	59.5435580	5.3549270	Extra Sveio	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-sveio-4601	+47 53 74 04 30
node	836487366	61.9030060	6.7195970	Kiwi Stryn	Kiwi		supermarket	"Mo-Sa 07:00-23:00, Su 09:00-21:00"					+47 57870300
node	836487599	61.8376780	6.4632070	Coop Marked Fjelli	Coop Marked		supermarket	"Mo-Fr 13:00-17:00, Sa 10:00-15:00"				https://www.coop.no/butikker/coop-marked-matkroken/coop-marked-fjelli-1569	+47 45 89 23 53
node	837952393	61.8406200	8.5740650	Kiwi Lom	Kiwi		supermarket	"Mo-Fr 07:00-23:00, Sa 08:00-21:00, Su 10:00-18:00"					+47 61211076
node	839244289	69.6783003	18.9446408	Extra Håpet	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-hapet-2896	+47 90 68 24 60
node	840277832	60.7020160	8.9611990	Rema 1000 Gol	Rema 1000		supermarket	"Mo-Sa 07:00-23:00, Su 09:00-21:00"					+47 32074565
node	840542886	63.4351749	10.4114171	Meny Solsiden	Meny		supermarket	"Mo-Fr 08:00-22:00, Sa 09:00-20:00"				https://meny.no/Finn-butikk/MENY-Solsiden/	+47 73831450
node	840560767	59.9379660	10.7642296	Sultan			convenience						
node	840642671	61.9143220	8.0927350	Coop Prix Bruvoll	Coop Prix		supermarket	Mo-Su 00:01-24:00				https://www.coop.no/butikker/coop-prix/coop-prix-bruvoll-2802	+47 99 21 16 45
node	840678674	61.8755900	8.3885640	Bunnpris Bismo	Bunnpris		supermarket	"Mo-Fr 08:00-21:00, Sa 08:00-19:00"					+47 61214382
node	840783031	60.1798956	9.6257281	Kiwi Noresund	Kiwi		supermarket	"Mo-Sa 07:00-23:00, Su 09:00-21:00"				https://kiwi.no/Finn-butikk/kiwi-526-noresund/	+47 32148800
node	845125931	58.1736820	8.0916820	Coop Prix Hånni	Coop Prix		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-21:00"				https://www.coop.no/butikker/coop-prix/coop-prix-hanni-4726	+47 38 05 89 99
node	845125932	58.1810498	8.0889773	Kiwi Hånes	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 38043705
node	845163636	59.1411091	10.1791767	Rema 1000 Pindsle	Rema 1000		supermarket	"Mo-Fr 07:00-23:00, Sa 08:00-20:00"					+47 33479350
node	845163729	59.1376170	10.1787810	Meny Pindsle	Meny		supermarket	"Mo-Fr 08:00-21:00, Sa 08:00-20:00"					+47 33426090
node	845711998	59.8872110	10.5005399	Kiwi Slependen	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 67548578
node	845912318	60.4110730	8.4411000	Joker Dagali	Joker		supermarket	24/7				https://joker.no/finn-butikk/joker-dagali	+47 90258040
node	846569735	61.2486430	8.9071240	Spar Beitostølen	Spar		supermarket	"Mo-Sa 08:00-22:00, Su 09:00-20:00"				https://spar.no/Finn-butikk/spar-beitostolen/	+47 61352320
node	847027215	69.6850030	19.0035470	Extra Isrenna	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-isrenna-4555	+47 77 64 77 10
node	847027217	69.6931680	19.0013730	Extra Stakkevollan	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-stakkevollan-1951	+47 97 58 70 44
node	847431218	62.4724250	6.2403130	Eurospar Larsgården	Spar		supermarket	"Mo-Fr 07:00-23:00, Sa 09:00-23:00"					+47 70121000
node	848697624	62.7363470	7.1578180	Bunnpris Molde sentrum	Bunnpris		supermarket	"Mo-Fr 08:00-21:00, Sa 08:00-19:00"					+47 71251669
node	848697625	62.7447480	7.1986900	Bunnpris & Gourmet Fuglset	Bunnpris		supermarket	"Mo-Fr 07:00-23:00, Sa 08:00-23:00, Su 10:00-23:00"					+47 71191700
node	848697626	62.7383100	7.1653360	Bunnpris Romsdalsgata	Bunnpris		supermarket	"Mo-Fr 07:30-21:00, Sa 09:00-21:00, Su 10:00-21:00"					+47 71218440
node	848779622	60.4599650	5.4375380	Coop Prix Ytre Arna	Coop Prix		supermarket	"Mo-Fr 07:00-22:00, Sa 09:00-20:00"				https://www.coop.no/butikker/coop-prix/coop-prix-ytre-arna-1461	+47 55 24 80 11
node	848962266	60.9562340	10.6098630	Kiwi Biri	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 61146800
node	848962270	60.9553652	10.6097123	Extra Biri	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-biri-2006	+47 61 18 53 86
node	849506270	59.9342870	10.7808304	Bunnpris Sinsen	Bunnpris		supermarket	"Mo-Fr 08:00-23:00, Sa-Su 09:00-22:00"					+47 23394220
node	849847303	59.9101682	10.7053994	Kongen marina			convenience						
node	850811996	58.0271140	7.4754520	Rema 1000 Skinsnes	Rema 1000		supermarket	"Mo-Sa 07:00-23:00, Su 10:00-20:00"					+47 38263050
node	850813080	58.0261300	7.4660690	Extra Malmø	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-malmo-1344	+47 90 58 34 67
node	850815604	58.0283860	7.4594970	Rema 1000 Mandal	Rema 1000		supermarket	"Mo-Fr 08:00-21:00, Sa 08:00-20:00, Su 10:00-16:00"					+47 38260555
node	853490998	59.9329429	10.7695397	Extra Vossegata	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-vossegata-4225	+47 23 39 46 10
node	853853588	68.1548209	14.2038513	Mix Joh Malnes Handleri	Mix		convenience	Mo-Sa 10:00-21:00; Su 11:00-21:00					
node	854462005	59.9323330	10.7656960	Bunnpris President	Bunnpris		supermarket	Mo-Su 09:00-23:00					+47 95152434
node	855234593	62.1826871	6.0843933	Spar Hovdebygda	Spar		supermarket	"Mo-Fr 08:00-21:00, Sa 09:00-20:00"					+47 70067403
node	855526074	59.6816810	10.5256620	Extra Sætre	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-saetre-1160	+47 32 79 10 06
node	855544678	58.0341600	7.4240810	Snarkjøp Skjebstad	Snarkjøp		convenience						+47 38 26 77 66
node	855596913	58.1114710	7.9529800	Meny Vågsbygd	Meny		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-20:00"					+47 38001010
node	855599296	58.1067660	7.9599080	Rema 1000 Voiebyen	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 38085268
node	855603680	58.0763630	7.9992050	Kiwi Flekkerøy	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 38025901
node	857600707	58.6807339	8.8214694	Snarkjøp Ubergsmoen	Snarkjøp		convenience						+47 952 55 088
node	857601392	58.7549178	8.9082515				convenience						
node	859203081	60.9250429	11.6248670	Grinda handel			convenience						
node	859295408	60.9012647	11.5605833	Spar Søbakken	Spar		supermarket	"Mo-Fr 07:00-22:00, Sa 07:00-20:00"					+47 62419690
node	860692661	62.0912260	11.6513647	Sømådal landhandel			convenience						
node	861277443	59.9351494	10.7647885	7-Eleven Torshov	7-Eleven		convenience	24/7					+47 22713860
node	861353151	59.0283500	11.0326510	Kiwi Skjærhalden	Kiwi		supermarket	"Mo-Sa 07:00-23:00, Su 07:00-22:00"				https://kiwi.no/Finn-butikk/kiwi-511-skjarhalden	+47 69379076
node	861995335	78.0657764	14.2205897				supermarket						
node	863690028	59.9532640	10.7292770	Rema 1000 Sogn	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 23009019
node	866259131	59.9133980	10.7998810	Kiwi Etterstad	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 22656250
node	868458598	59.9150247	10.7889172	Kiwi Ensjø	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 23300940
node	868459581	59.9150810	10.7877290	Rema 1000 Ensjø	Rema 1000		supermarket	Mo-Sa 06:30-23:00				https://www.rema.no/butikker/oslo/oslo/rema-1000-ensjo	+47 22570430
node	868804577	59.6636793	10.7934292	NT Kiosk			convenience						
node	869565653	62.7339147	7.1392179	Rema 1000 Reknes	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 71216725
node	869565659	62.7396285	7.1395921	Coop Mega Bekkevoll	Coop Mega		supermarket	"Mo-Fr 08:00-22:00, Sa 09:00-20:00"				https://www.coop.no/butikker/coop-mega/coop-mega-bekkevoll-4372	+47 71 20 14 60
node	871720653	58.8680200	9.4142390	Kiwi Kragerø	Kiwi		supermarket	"Mo-Fr 07:00-23:00, Sa 08:00-23:00, Su 10:00-21:00"					+47 35980264
node	872454196	70.6127920	24.6473700	Nærbutikken Kokelv	Nærbutikken	Masteren Handel A/S	supermarket	Mo-Su 07:00-23:00				https://narbutikken.no/Finn-butikk/Narbutikken-Kokelv	+47 94780826
node	872454232	69.6747822	20.4981827	Service-Mat Nordmannvik			convenience	Mo-Fr 09:00-16:00;Sa 09:00-14:00;Su off					
node	872454318	59.6954810	8.0650840	Extra Rauland	Extra		supermarket	"Mo-Sa 07:00-22:00, Su 10:00-19:00"				https://www.coop.no/butikker/extra/extra-rauland-1181	+47 35 06 30 40
node	872454326	63.0463110	9.7132220	Spar Meldal	Spar		supermarket	"Mo-Fr 08:00-21:00, Sa 09:00-20:00"					+47 72497424
node	872454353	69.5746723	20.2068182	Extra Lyngseidet	Extra		supermarket	Mo-Sa 07:00-22:00				https://www.coop.no/butikker/extra/extra-lyngseidet-1964	+47 91 14 15 04
node	872454654	70.4318800	24.5047290	Nærbutikken Skaidi	Nærbutikken		supermarket	"Mo-Fr 08:00-22:00, Sa 09:00-22:00, Su 10:00-22:00"					+47 78416201
node	872454675	69.7255156	20.5259908	Djupvik - Nordmannvik S-lag			convenience	Mo-Th 09:00-16:30; Fr 09:00-17:30;Sa 10:00-13:00; Su off					
node	872454688	63.9862100	11.1092710	Coop Marked Follafoss	Coop Marked		supermarket	"Mo-Fr 09:00-20:00, Sa 09:00-18:00"				https://www.coop.no/butikker/coop-marked-matkroken/coop-marked-follafoss-1585	+47 46 90 73 20
node	872454696	70.9967000	24.6601000	Coop Prix Havøysund	Coop Prix		supermarket	"Mo-Fr 08:00-20:00, Sa 09:00-18:00"				https://www.coop.no/butikker/coop-prix/coop-prix-havoysund-1970	+47 78 42 47 60
node	872454701	65.7015492	12.4419782	Coop Marked Vevelstad	Coop Marked		supermarket	"Mo-Fr 09:30-18:00, Sa 10:00-15:00"				https://www.coop.no/butikker/coop-marked-matkroken/coop-marked-vevelstad-1755	+47 75 03 71 89
node	874003015	62.7881650	7.5362030	Kiwi Skjevik	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 71251400
node	874070441	60.9091970	10.8142120	Obs Rudshøgda	Obs		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-20:00"					
node	875596957	59.0006270	10.0349100	Meny Stavern	Meny		supermarket	"Mo-Fr 07:00-22:00, Sa 07:00-20:00, Su 10:00-18:00"					+47 33197250
node	876210762	59.0959216	7.5300795	Coop Prix Hylestad	Coop Prix		supermarket	"Mo-Fr 08:00-21:00, Sa 08:00-20:00, Su 12:00-18:00"				https://www.coop.no/butikker/coop-prix/coop-prix-hylestad-1340	+47 94 81 95 46
node	876402802	59.9915620	8.7442970	Spar Atrå	Spar		supermarket	24/7					+47 35098900
node	876402823	60.1256325	8.6848488	Snarkjøp Tessungdalen	Snarkjøp	Gavlen Fjellhandel AS	convenience						
node	877053687	58.4459960	8.7567570	Joker Hisøy	Joker		supermarket	"Mo-Fr 08:00-21:00, Sa-Su 10:00-21:00"					+47 37010680
node	877245778	60.6224530	8.1535250	Matkroken Sunhov	Matkroken		supermarket	"Mo-Th 10:00-18:00, Fr 10:00-20:00, Sa 10:00-18:00, Su 10:00-16:00"					
node	877667691	63.7492093	11.3023460	Kiwi Kirkegata Levanger	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 74096085
node	884261358	59.6722916	9.6490336	Coop Mega Berjasenteret	Coop Mega		supermarket	"Mo-Fr 08:00-21:00, Sa 08:00-20:00"				https://www.coop.no/butikker/coop-mega/coop-mega-berjasenteret-4301	+47 32 29 93 00
node	884734166	59.6485180	6.3500890	Bunnpris Sauda	Bunnpris		supermarket	"Mo-Fr 07:00-22:00, Sa 08:00-20:00"					+47 52780000
node	884734236	59.6502120	6.3547450	Kiwi Sauda	Kiwi		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-21:00"					+47 52785880
node	886273824	60.5340630	8.2080560	Rema 1000 Geilo	Rema 1000		supermarket	"Mo-Fr 07:00-23:00, Sa 08:00-21:00, Su 09:00-21:00"					+47 32089900
node	886391253	60.6268580	6.4358780	Nærbutikken Haugamoen Dyrdal	Nærbutikken		supermarket	"Mo-Fr 08:00-20:00, Sa 08:00-18:00, Su 11:00-18:00"					+47 56511795
node	886557025	60.5518202	5.7388106	Coop Marked Stanghelle	Coop Marked		supermarket	"Mo-Fr 08:00-20:00, Sa 09:00-18:00"				https://www.coop.no/butikker/coop-marked-matkroken/coop-marked-stanghelle-1370	+47 56 59 50 35
node	886557225	60.2843760	5.2513410	Extra Blomsterdalen	Extra		supermarket	"Mo-Fr 06:30-22:00, Sa 09:00-20:00"				https://www.coop.no/butikker/extra/extra-blomsterdalen-2461	+47 55 98 80 70
node	886580269	68.1488189	13.6181822	Extra Leknes	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-leknes-2473	+47 94 88 60 20
node	892322150	63.2862160	10.2676990	Rema 1000 Gaula	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 72871780
node	892322160	63.2853920	10.2804150	Rema 1000 Melhus torg	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 72878710
node	892392755	61.9869470	9.2482960	Coop Prix Dovre	Coop Prix		supermarket	"Mo-Fr 07:00-21:00, Sa 08:00-20:00"				https://www.coop.no/butikker/coop-prix/coop-prix-dovre-2772	+47 61 24 01 54
node	892477111	63.5536060	10.2222570	Coop Prix Vanvikan	Coop Prix		supermarket	"Mo-Fr 07:00-22:00, Sa 08:00-21:00"				https://www.coop.no/butikker/coop-prix/coop-prix-vanvikan-1620	+47 46 83 32 90
node	892946486	64.8648030	11.6048330	Extra Kolvereid	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-kolvereid-1609	+47 93 48 51 00
node	893213480	67.2978472	14.3983157	Bunnpris Rønvik			supermarket						
node	893329130	68.5682940	14.9122810	Coop Prix Stokmarknes	Coop Prix		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/coop-prix/coop-prix-stokmarknes-2426	+47 90 74 02 85
node	893514235	68.6910620	15.4187470	Rema 1000 Sjøgata	Rema 1000		supermarket	"Mo-Sa 07:00-23:00, Su 10:00-22:00"					+47 76120320
node	893517741	69.1362630	15.6768870	Snarkjøp Nordmela	Snarkjøp	Nordmela Landhandleri & Kafe AS	convenience	24/7				https://www.nordmelalandhandleri.no/	
node	893533723	69.9389889	22.0509623	Coop Prix Burfjord	Coop Prix		supermarket	"Mo-Fr 08:00-22:00, Sa 09:00-22:00"				https://www.coop.no/butikker/coop-prix/coop-prix-burfjord-1998	+47 97 73 22 47
node	894756835	69.8415340	21.8567780	Matkroken Sørstraumen	Matkroken		supermarket	"Mo-Fr 09:00-20:00, Sa 09:00-18:00"				https://www.coop.no/butikker/coop-marked-matkroken/matkroken-sorstraumen-4484	+47 77 76 99 10
node	894862282	69.9539390	23.2143490	Extra Gakori	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-gakori-2001	+47 97 68 15 73
node	897978711	59.4211060	10.6766110	Kiwi Melløs	Kiwi		supermarket	Mo-Sa 07:00-23:00				https://kiwi.no/Finn-butikk/kiwi-546-mellos	+47 69251880
node	899286406	70.9805570	25.9776120	Extra Honningsvåg	Extra		supermarket	"Mo-Fr 07:00-23:00, Sa 08:00-22:00, Su 12:00-20:00"					
node	907854644	59.6636400	9.6472670	Extra Kongsberg	Extra	Extra Kongsberg	supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-kongsberg-2446	+47 32 77 14 00
node	913845937	61.3159590	7.2029860	Spar Hafslo	Spar		supermarket	"Mo-Fr 08:00-21:00, Sa 09:00-20:00"					+47 57684311
node	915643992	59.0976010	5.6973380	Extra Vikevåg	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-vikevag-1273	+47 51 72 33 00
node	922434103	59.9262910	10.4996380	Joker Løkenhavna	Joker		supermarket	Mo-Su 09:00-21:00				https://joker.no/finn-butikk/joker-lokenhavna	+47 95999900
node	922759661	59.2206410	11.6974730	Joker Aremark	Joker		supermarket	"Mo-Fr 09:00-20:00, Sa 09:00-18:00"					+47 69199150
node	926825336	59.1429910	10.2002180	Kiwi Moveien	Kiwi		supermarket	Mo-Sa 07:00-23:00				https://kiwi.no/Finn-butikk/Kiwi-Moveien	+47 33465061
node	939719637	60.1965590	12.0000370	Extra Festningen	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-festningen-4641	+47 62 81 34 09
node	939726390	60.1793580	12.0186200	Bunnpris Rasta	Bunnpris		supermarket	"Mo-Fr 07:00-22:00, Sa 08:00-21:00"					+47 62814636
node	939734055	60.1863654	12.0060041	Extra Jernbanegata	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-jernbanegata-1034	+47 62 88 83 00
node	939738008	60.2005200	11.9779840	Extra Kongsvinger	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-kongsvinger-2483	+47 62 82 34 00
node	939738143	60.2019850	11.9766780	Rema 1000 Langeland	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 62818979
node	941652126	59.8424530	9.8925490	Bunnpris Skotselv	Bunnpris		supermarket	"Mo-Fr 08:00-21:00, Sa 08:00-20:00"					+47 32756015
node	943292241	63.4604842	11.3522130				supermarket						
node	944167610	63.9602770	10.2242130	Rema 1000 Åfjord	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 97273602
node	946076539	63.7402339	11.2824859	Kiwi Moan	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 74056722
node	946184143	59.4581134	10.8028999	Spar Sperrebotn	Spar		supermarket	"Mo-Fr 08:00-21:00, Sa 09:00-20:00"					+47 69288410
node	951867912	59.9670600	10.9994790	Meny Skjetten	Meny		supermarket	"Mo-Fr 07:00-22:00, Sa 08:00-20:00"					+47 64834720
node	956343601	63.4318418	10.3939051	Deli de Luca Munkegata		Deli de Luca	convenience	24/7				http://delideluca.no/finn-oss/#trondelag	
node	958644887	59.7185440	10.8404410	Rema 1000 Ski	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 64877565
node	968056511	62.2623570	7.1720450	Coop Marked Eidsdal	Coop Marked		supermarket	"Mo-Fr 09:00-20:00, Sa 09:00-18:00"				https://www.coop.no/butikker/coop-marked-matkroken/coop-marked-eidsdal-1472	+47 97 99 52 60
node	973843478	59.9298640	10.7137280	Rema 1000 Majorstua	Rema 1000		supermarket	Mo-Sa 07:00-23:00				http://www.rema1000.no	+47 22608960
node	973845292	59.9179651	10.6358239	Meny CC Vest	Meny		supermarket	"Mo-Fr 09:00-21:00, Sa 09:00-19:00"				https://meny.no/	+47 22062700
node	973845293	59.9269490	10.6299150	Extra Lysehagan	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-lysehagan-4678	+47 22 50 22 11
node	973858944	59.9220125	10.7272747	Kiwi Hegdehaugsveien	Kiwi		supermarket	Mo-Sa 07:00-23:00				https://kiwi.no/Stottemeny/Butikker-og-apningstider/Oslo/OSLO/Kiwi-417-Hegdehaugsveien/	+47 22598558
node	973863819	59.9305842	10.7098097	Meny Colosseum	Meny		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-20:00"				https://meny.no/finn-butikk/meny-colosseum	+47 22931630
node	973864384	59.9294827	10.7116116	Jacob’s Majorstuen	Jacob's		supermarket	"Mo-Fr 08:00-21:00, Sa 09:00-20:00"					+47 23205520
node	974496277	59.9263710	10.8487990	Meny Alna	Meny		supermarket	"Mo-Fr 09:00-21:00, Sa 09:00-19:00"					+47 24084150
node	974731220	59.9558090	10.6559690	Rema 1000 Arnebråtveien	Rema 1000		supermarket	Mo-Sa 06:00-23:00					+47 22145600
node	974731276	59.9484530	10.6648280	Rema 1000 Stasjonsveien	Rema 1000		supermarket	"Mo-Fr 07:00-23:00, Sa 08:00-21:00"					+47 94824433
node	975575645	58.7801617	5.6272778	Coop Mega Klepp	Coop Mega		supermarket	"Mo-Fr 08:00-21:00, Sa 08:00-20:00"					
node	981672999	58.3688100	8.6243700	Joker Vik	Joker		supermarket	"Mo-Fr 08:00-21:00, Sa 09:00-20:00"				https://joker.no/finn-butikk/joker-vik	+47 37045731
node	981673041	58.3430805	8.5913866	Joker Grimstad	Joker		supermarket	"Mo-Sa 08:00-22:00, Su 10:00-22:00"					+47 37044991
node	984537336	59.7908080	5.6808030	Joker Eidsvik	Joker		supermarket	"Mo-Fr 08:00-20:00, Sa 08:00-18:00"					+47 53476480
node	992764233	59.9128885	10.7353405	7-Eleven Fritjof Nansens plass	7-Eleven		convenience	"Mo-Th 06:00-24:00, Fr 06:00-04:30, Sa 09:00-04:30, Su 09:00-24:00"					+47 22429320
node	999701269	60.2920160	5.2622750	Rema 1000 Kokstad	Rema 1000		supermarket	"Mo-Fr 06:00-23:00, Sa 07:00-23:00"					+47 55913125
node	1000568759	63.4310540	10.3602040	Extra Ila	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-ila-2427	+47 40 00 12 26
node	1005651461	59.2180230	10.9450970	Rema 1000 Hassingveien	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 69318822
node	1015656118	59.9235643	10.9368103	Meny Rasta	Meny		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-20:00"					+47 67978000
node	1016591814	64.4643949	12.3141061	Extra Grong	Extra		supermarket	"Mo-Fr 07:00-22:00, Sa 08:00-20:00"				https://www.coop.no/butikker/extra/extra-grong-4785	+47 74 33 12 07
node	1017759979	63.4442800	10.4402440	Bunnpris Lade	Bunnpris		supermarket	"Mo-Fr 08:00-22:00, Sa 09:00-21:00"					+47 73526069
node	1019355478	67.7755650	15.0156760	Coop Prix Steigen	Coop Prix		supermarket	"Mo-Fr 07:00-22:00, Sa 08:00-21:00"				https://www.coop.no/butikker/coop-prix/coop-prix-steigen-1847	+47 75 77 81 03
node	1023501888	59.9171980	10.7095830	Extra Gimle	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-gimle-4243	+47 22 43 13 00
node	1027258835	62.5780170	7.7934800	Bunnpris Isfjorden	Bunnpris		supermarket	Mo-Sa 08:00-21:00					+47 71225000
node	1029257140	59.9145660	10.7199770	Kiwi Solli plass	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 24119690
node	1045801493	60.8020139	11.0837857	Extra Børstad	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-borstad-4942	+47 62 50 92 34
node	1051369018	59.2029350	8.0840390	Joker Fyresdal	Joker		supermarket	24/7					+47 35041190
node	1064725155	60.8211150	11.3398230	Kiwi Løten	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 62591191
node	1064725176	60.8213010	11.3373620	Rema 1000 Løten	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 62594100
node	1065880312	58.8954680	5.7038020	Rema 1000 Forus	Rema 1000		supermarket	"Mo-Fr 06:00-23:00, Sa 08:00-21:00"				www.rema1000.no	+47 51801155
node	1070565437	69.2426730	17.9481344	Mix Silsand	Mix		convenience	Mo 11:00-22:00; Tu 12:00-21:00; We-Sa 11:00-22:00; Su 12:00-22:00					
node	1071682574	58.2504120	7.9637410	Rema 1000 Vennesla	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 38153890
node	1074375802	59.3940640	5.3051710	Extra Austmannaveien	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-austmannaveien-1235	+47 90 25 60 83
node	1077169514	59.8585200	10.4772121	Kiwi Hvalstad	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 66777824
node	1081344988	61.7307489	10.8327503	Matkroken Atna	Matkroken		supermarket	"Mo-Fr 10:00-18:00, Sa 10:00-16:00"				https://www.coop.no/butikker/coop-marked-matkroken/matkroken-atna-4288	+47 62 46 35 66
node	1090116524	59.7937920	11.2620040	Joker Enebakkneset			convenience						
node	1094285683	58.9476930	5.7396350	Coop Mega Kilden	Coop Mega		supermarket	"Mo-Fr 09:00-21:00, Sa 09:00-19:00"				https://www.coop.no/butikker/coop-mega/coop-mega-kilden-4551	+47 51 88 08 50
node	1106387271	58.4164100	8.7011990	Kiwi Nedenes	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 37096422
node	1106394156	59.2667490	11.0133920	Rema 1000 Rolvsøyveien	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 69326390
node	1106453605	59.1167479	10.2146539	Kiwi Ranvikskogen	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 33481490
node	1107309367	58.4120110	8.6978530	Extra Nedenes	Extra		supermarket	Mo-Sa 07:00-23:00					
node	1115875147	61.2317380	7.1053270	Extra Sogndalsfjøra	Extra		supermarket	Mo-Sa 07:00-23:00				https://www.coop.no/butikker/extra/extra-sogndalsfjora-4599	+47 57 67 11 00
node	1119548642	59.8921950	10.8533310	Rema 1000 Ulsrud	Rema 1000		supermarket	Mo-Sa 07:00-23:00					+47 22758250
node	1119661733	59.7192460	10.1460540	Kiwi Konnerud	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 32885450
node	1120470044	60.0890725	10.8716778	Meny Åneby	Meny		supermarket	"Mo-Fr 08:00-21:00, Sa 08:00-19:00"					+47 67062000
node	1133968913	59.9196080	10.6868610	Kiwi Skøyen	Kiwi		supermarket	Mo-Sa 07:00-23:00					+47 22561153
node	1165768794	60.9997200	10.0169110	Joker Torpa	Joker		supermarket	"Mo-We 08:00-19:00, Th-Fr 08:00-21:00, Sa 09:00-18:00, Su 12:00-18:00"					+47 61119523
node	1172105791	58.6647060	6.7169510	Extra Tonstad	Extra		supermarket	"Mo-Fr 07:00-23:00, Sa 08:00-21:00"				https://www.coop.no/butikker/extra/extra-tonstad-1352	+47 94 80 48 97
node	1185249588	59.9283250	10.7509480	Matkroken Kingosgate	Matkroken		supermarket	24/7				https://www.coop.no/butikker/coop-marked-matkroken/matkroken-kingosgate-4230	+47 93 00 22 29
node	1186438198	58.6680750	5.6405610	Coop Mega Nærbø	Coop Mega		supermarket	"Mo-Fr 08:00-21:00, Sa 08:00-20:00"				https://www.coop.no/butikker/coop-mega/coop-mega-naerbo-1272	+47 51 79 11 00
node	1198129547	61.1829158	6.8528706	Kiwi Hermansverk	Kiwi		supermarket	"Mo-Fr 08:00-22:00, Sa 08:00-20:00"					+47 57653301
node	1198695662	60.3914060	5.3147530	Kiwi Nøstet	Kiwi		supermarket	Mo-Sa 07:00-23:00				https://kiwi.no/	+47 55329497
